id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
139,Social,Crime,0.8,"[{'topic': 'Economic', 'subtopic': 'Expenses'}, {'topic': 'Economic', 'subtopic': 'Employment Status'}]","Enumerates various adverse outcomes (credit/banking problems, debt collectors, utility cutoffs, job loss, lawsuits, arrests) stemming from identity-theft, so primary focus is crime with secondary economic and employment impacts.",Social,Crime,0.9,"[{'topic': 'Economic', 'subtopic': 'Employment Status'}, {'topic': 'Social', 'subtopic': 'Inmates'}]","Question comprehensively assesses multiple consequences of identity theft crime including credit, banking, employment, legal, and criminal justice impacts.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"58. Other than anything we have already talked about, have you experienced any of the following problems as a result of misuse of your personal information? Have you… a. Had credit related problems, such as having to repeatedly correct the same information on your credit report, being turned down for credit or loans, changes in your credit score, or having to pay higher rates? b. Had banking problems, such as being turned down for a checking account or having checks bounce? c. Had debt collectors or collections departments contact you? d. Had utilities cut off or been denied new service? e. Been turned down for a job or lost a job? f. Had a lawsuit filed against you? g. Been the subject of an arrest or criminal proceedings? h. Had some other type of problems?",Identity Theft Supplement (ITS)
160,Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about whether offenders acted alone or as a team in a victimization incident, which pertains mainly to crime behavior; relationship to victim could also be relevant.",Social,Crime,0.95,[],"Question asks about offender behavior patterns in a victimization survey, directly relating to crime characteristics.",True,Social,Crime,agreement,False,,,,,,,,,,,,,OFFENDER_ACT Q2a. Did these people act alone or together as a team?,Supplemental Victimization Survey (SVS)
161,Social,Crime,0.85,"[{'topic': 'Demographic', 'subtopic': 'Sex'}, {'topic': 'Demographic', 'subtopic': 'Age'}, {'topic': 'Demographic', 'subtopic': 'Hispanic Origin'}]","The item identifies the single offender most responsible in a victimization (crime) context and requests multiple demographic attributes (sex, age, Hispanic origin, race).",Social,Crime,0.92,"[{'topic': 'Demographic', 'subtopic': 'Sex'}, {'topic': 'Demographic', 'subtopic': 'Age'}, {'topic': 'Demographic', 'subtopic': 'Hispanic Origin'}, {'topic': 'Demographic', 'subtopic': 'Race'}]","Question collects demographic characteristics of offenders in a victimization survey context, with primary focus on crime.",True,Social,Crime,agreement,False,,,,,,,,,,,,,"OFFENDER_MOST Q2b. Of the people who did these things to you, is there ONE person who you would consider to be the MOST responsible for these unwanted contacts or behaviors? Is this person male or female? How old would you say this person is? Is this person Hispanic or Latino? What race or races is this person? You may select more than one. Is this person...",Supplemental Victimization Survey (SVS)
162,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Crime'}]","Question asks about the respondent's relationship to the person who committed the unwanted behavior, which maps directly to the Relationship subtopic; it is asked in a crime/victimization context.",Social,Crime,0.93,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about victim-offender relationship in a victimization survey, which is a key crime characteristic.",False,Demographic,Relationship,auto_dual_modal,False,Demographic,Relationship,0.95,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDER1_REL OFFENDER1_RELSP OFFENDER1_NONSP Q7. What was your relationship to the person who committed these unwanted contacts or behaviors when they first began?,Supplemental Victimization Survey (SVS)
163,Demographic,Sex,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]",Direct question about whether the offenders are male or female; demographic sex is the primary concept within a crime context.,Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Sex'}]","Question collects offender sex in a victimization survey context, primarily focused on crime characteristics.",False,Demographic,Sex,auto_dual_modal,False,Demographic,Sex,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_SEX Q8a. Are these people male or female?,Supplemental Victimization Survey (SVS)
164,Demographic,Sex,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]",Asks whether most offenders are male or female—directly a demographic sex question asked about perpetrators in a crime context.,Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Sex'}]","Question asks about predominant offender sex in a victimization survey, primarily focused on crime characteristics.",False,Demographic,Sex,auto_dual_modal,False,Demographic,Sex,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_SEX2 Q8b. Are most of these people male or female?,Supplemental Victimization Survey (SVS)
165,Demographic,Age,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]",Asks the age of the offenders; this is a direct demographic age question about perpetrators in a victimization survey.,Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Age'}]","Question collects offender age in a victimization survey context, primarily focused on crime characteristics.",False,Demographic,Age,auto_dual_modal,False,Demographic,Age,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_AGE Q9. How old would you say these people are?,Supplemental Victimization Survey (SVS)
166,Demographic,Hispanic Origin,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]","Direct question asking whether any offenders are Hispanic or Latino, matching the Hispanic Origin demographic subtopic within a crime context.",Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Hispanic Origin'}]","Question collects offender Hispanic origin in a victimization survey context, primarily focused on crime characteristics.",False,Demographic,Hispanic Origin,auto_dual_modal,False,Demographic,Hispanic Origin,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_HISP Q10a. Are any of these people Hispanic or Latino?,Supplemental Victimization Survey (SVS)
167,Demographic,Hispanic Origin,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]","Asks whether most offenders are Hispanic, non-Hispanic, or equal, aligning with the Hispanic Origin demographic subtopic in a crime context.",Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Hispanic Origin'}]","Question asks about predominant offender Hispanic origin in a victimization survey, primarily focused on crime characteristics.",False,Demographic,Hispanic Origin,auto_dual_modal,False,Demographic,Hispanic Origin,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,"OFFENDERS_HISP2 Q10b. Are most of these people Hispanic, non-Hispanic, or are there an equal number of Hispanic and non-Hispanic people?",Supplemental Victimization Survey (SVS)
168,Demographic,Race,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]","Directly asks the race or races of the offenders, which maps to the Demographic:Race subtopic; context is victimization/crime.",Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Race'}]","Question collects offender race in a victimization survey context, primarily focused on crime characteristics.",False,Demographic,Race,auto_dual_modal,False,Demographic,Race,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_RACE Q11a. What race or races are these people? Are they…,Supplemental Victimization Survey (SVS)
169,Demographic,Race,0.98,"[{'topic': 'Social', 'subtopic': 'Crime'}]","Asks what race most of the offenders are, a straightforward demographic race question asked about perpetrators in a crime survey.",Social,Crime,0.9,"[{'topic': 'Demographic', 'subtopic': 'Race'}]","Question asks about predominant offender race in a victimization survey, primarily focused on crime characteristics.",False,Demographic,Race,auto_dual_modal,False,Demographic,Race,0.98,Social,Crime,True,auto_dual_modal,high,Social,Crime,True,high,OFFENDERS_RACE_MOST Q11b. What race are most of these people?,Supplemental Victimization Survey (SVS)
170,Social,Crime,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about the respondent's relationship to their offender(s) in a victimization context, which is a crime-related measure but also pertains to relationship classification.",Social,Crime,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about the relationship between victim and offenders in a victimization survey, directly addressing crime circumstances.",True,Social,Crime,agreement,False,,,,,,,,,,,,,OFFENDERS_REL OFFENDERS_RELSP OFFENDERS_NONSP Q12. What was your relationship to the people who committed these unwanted contacts or behaviors when they first began?,Supplemental Victimization Survey (SVS)
