question_text,char_length,word_count,num_surveys
Has a doctor or other health professional EVER told you to take a low-dose aspirin each day to prevent or control heart disease?,128,23,1
Have you EVER been told by a doctor or other health professional that you had asthma?,85,16,1
Do you still have asthma?,25,5,1
"During the past 12 months, have you had an episode of asthma or an asthma attack?",81,16,1
"During the past 12 months, have you had to visit an emergency room or urgent care center because of asthma?",107,20,1
Have you EVER been told by a doctor or other health professional that you had ...Cancer or a malignancy of any kind? What kind of cancer was it?,144,28,1
How old were you when a doctor or other health professional first told you that you had ^CANKIND1? Have you EVER had any other kinds of cancer?,143,27,1
How old were you when a doctor or other health professional first told you that you had ^CANKIND2? Have you EVER had any other kinds of cancer?,143,27,1
How old were you when a doctor or other health professional first told you that you had ^CANKIND3? Did you have any other kinds of cancer?,138,26,1
Has a doctor or other health professional EVER told you that you had prediabetes or borderline diabetes?,104,17,1
"Has a doctor or other health professional EVER told you that you had gestational diabetes, a type of diabetes that occurs ONLY during pregnancy?",144,24,1
^NOTPREGDM a doctor or other health professional EVER told you that you had diabetes?,85,14,1
How old were you when a doctor or other health professional FIRST told you that you had diabetes^NOTPREGDM2?,108,18,1
Are you NOW taking diabetic pills to lower your blood sugar? These are sometimes called oral agents or oral hypoglycemic agents.,128,21,1
Insulin can be taken by shot or pump. Are you NOW taking insulin?,65,13,1
"Thinking back to when you were first diagnosed with diabetes, how long was it before you started taking insulin?",112,19,1
"Since you started taking insulin, have you ever stopped taking it for more than 6 months?",89,16,1
Was this only during the first year after you were diagnosed with diabetes?,75,13,1
^INSULIN NOW taking any injectable medications to lower your blood sugar or lose weight?,88,14,1
"According to your doctor or other health professional, what type of diabetes do you have? Is it type 1, type 2, or some other type?",131,25,1
"During the past month, how often have you felt overwhelmed by the demands of living with diabetes? Would you say always, usually, sometimes, rarely, or never?",158,26,1
"Have you EVER been told by a doctor or other health professional that you had ...Chronic Obstructive Pulmonary Disease, C.O.P.D., emphysema, or chronic bronchitis?",163,24,1
"Have you EVER been told by a doctor or other health professional that you had ...Some form of arthritis, rheumatoid arthritis, gout, lupus, or fibromyalgia (fy-bro-my-AL-jee",174,26,1
"Have you EVER been told by a doctor or other health professional that you had ...Dementia, including Alzheimer's disease?",121,19,1
